ID,AGE,INCOME,SEX,MARRIED,OWNHOME,LOC,CLIMATE,FICO>=700
954012376,51,44,M,0,1,D,10,0
475482704,41,59,M,1,1,F,20,0
393227017,44,27,F,1,0,E,20,1
815223924,48,20,F,1,0,F,20,0
793164796,59,38,M,1,1,D,10,0
711596386,41,38,F,0,0,G,30,0
588550422,39,24,F,0,1,C,10,1
724943024,34,38,F,0,1,B,20,0
405071587,52,54,M,0,0,B,20,0
270056186,47,55,M,1,1,F,20,1
255443556,53,72,M,1,1,E,20,1
498930503,44,70,F,0,0,B,20,0
552034880,33,52,F,0,1,G,30,1
397424061,47,41,M,0,1,D,10,1
510648898,39,70,M,0,1,F,20,1
018885763,42,16,M,1,0,G,30,0
271679699,40,55,F,1,0,B,20,1
829401616,46,32,F,1,0,E,20,1
976064555,38,43,M,0,0,E,20,0
954978002,51,29,F,1,0,B,20,0
779602112,34,64,M,1,0,B,20,1
791099494,49,52,M,1,0,H,30,1
958527764,35,57,F,0,0,G,30,0
042651453,51,69,F,0,1,B,20,1
756849536,34,57,M,0,0,H,30,0
708750356,41,53,M,1,0,H,30,1
907110406,53,80,M,1,0,E,20,1
550659149,49,19,F,0,0,F,20,0
329955938,55,50,M,0,1,B,20,0
100415298,58,45,F,1,1,F,20,0
375550215,68,41,M,0,1,F,20,0
978946243,30,31,M,0,0,F,20,0
566980313,21,72,M,0,0,C,10,0
003757911,60,51,M,0,0,F,20,0
145085796,19,21,M,1,0,C,10,0
865197992,38,40,M,0,0,A,10,1
504467306,43,49,M,1,0,H,30,0
264531806,39,18,F,0,0,H,30,0
085946055,46,49,F,1,0,F,20,0
338002860,55,71,M,1,0,B,20,0
725872656,34,48,M,0,0,F,20,0
817242574,57,24,F,0,1,G,30,0
765453494,57,70,M,1,0,E,20,1
308683966,42,24,M,1,1,A,10,0
237572470,52,48,F,1,0,E,20,0
515181200,57,72,M,1,1,F,20,1
908623564,37,60,M,0,0,C,10,1
931445242,45,73,M,1,1,B,20,1
712491393,54,61,F,1,0,B,20,0
798199334,37,40,M,0,0,A,10,0
373587612,59,18,F,0,1,C,10,0
309323274,35,29,F,0,0,A,10,0
760891146,42,70,F,1,0,B,20,1
153979522,42,61,F,1,1,F,20,1
266828861,50,43,M,1,0,E,20,0
126577560,72,22,M,1,1,E,20,0
709920346,39,66,M,0,0,A,10,1
887491647,48,39,F,0,0,E,20,1
064666881,44,32,F,1,0,B,20,0
488190781,40,57,M,1,1,E,20,1
142377843,63,39,M,0,1,E,20,0
746168604,63,67,M,0,1,F,20,1
440515626,34,16,M,1,0,F,20,0
770876059,55,64,F,1,1,F,20,0
296050364,45,68,F,1,0,B,20,1
799162602,49,47,M,0,0,E,20,0
505872325,43,58,M,1,1,E,20,1
939789976,32,58,F,0,0,G,30,0
588229484,38,56,M,0,0,E,20,0
433488138,46,71,F,1,1,B,20,1
737145727,,,,,,H,30,
747776421,43,45,F,1,0,E,20,1
106811770,36,52,F,0,0,B,20,0
257832359,52,30,F,1,0,F,20,0
355496857,31,34,F,1,0,F,20,0
133224575,55,40,F,0,1,G,30,1
761025752,33,33,M,0,0,B,20,0
910421254,50,69,F,1,0,F,20,1
017950846,30,53,M,0,0,F,20,0
810349055,54,64,M,0,1,E,20,0
983396246,48,37,F,1,0,E,20,0
827423783,38,56,M,0,0,G,30,0
559961585,52,43,F,1,0,F,20,0
991464468,34,50,F,0,1,A,10,0
937815929,35,31,F,0,1,H,30,1
153722749,39,64,F,0,0,F,20,1
772954204,23,38,F,1,0,A,10,1
737101756,45,44,F,1,1,B,20,1
514562291,52,64,M,1,0,G,30,0
815918530,42,51,M,1,0,H,30,1
469791920,32,20,F,1,0,F,20,0
687580994,73,22,M,0,0,F,20,0
353047284,30,48,M,0,0,F,20,0
823372394,75,60,M,1,0,D,10,1
337796103,31,57,F,0,0,F,20,0
686292188,47,36,F,1,1,E,20,1
046703519,34,46,M,0,0,F,20,0
375361947,53,54,M,0,0,E,20,0
102757531,23,33,F,1,0,F,20,0
771850638,65,50,M,1,0,B,20,0
238719812,47,33,F,1,0,E,20,0
150057589,39,35,F,1,0,F,20,0
787887135,35,47,F,0,0,E,20,0
538887826,43,34,F,1,0,A,10,1
616693715,65,34,M,1,0,D,10,0
903884330,27,43,F,0,1,B,20,0
513202530,40,52,M,1,0,A,10,0
550464647,51,19,M,0,0,H,30,0
063003109,,,,,,D,10,
101891958,59,19,M,0,0,D,10,0
228232166,,,,,,H,30,
439440172,51,19,F,1,0,G,30,0
675040647,30,42,F,0,0,D,10,0
062703114,49,61,M,0,1,F,20,1
587458797,43,53,F,0,0,E,20,0
424669609,,,,,,G,30,
449730594,40,37,M,1,1,C,10,0
325135593,39,67,M,0,1,F,20,1
486728620,45,25,M,1,0,B,20,1
926331739,37,38,F,0,0,D,10,0
472683993,34,23,F,0,1,F,20,0
457329844,58,48,F,1,1,H,30,1
657788386,53,71,M,1,0,B,20,0
171497187,31,31,F,1,0,B,20,0
605259441,48,60,F,1,0,B,20,1
312096353,42,43,F,0,0,F,20,0
558591227,54,57,M,1,0,A,10,0
326393905,55,79,M,0,0,B,20,1
413182217,45,33,M,1,0,D,10,0
572548516,48,59,F,1,0,B,20,1
762596111,35,19,M,0,0,E,20,0
805716903,34,62,M,0,1,E,20,0
637352256,55,43,F,0,0,E,20,0
203958609,35,31,M,0,0,E,20,0
525990800,51,43,F,0,1,B,20,1
895576867,50,35,F,1,1,H,30,1
293116047,51,47,M,1,0,E,20,1
934350249,45,42,M,1,0,C,10,0
307952974,43,35,F,1,0,E,20,0
826722938,55,61,M,0,1,F,20,0
989218008,52,56,M,1,0,G,30,1
169739603,38,30,F,0,0,B,20,0
671885098,40,21,F,0,0,H,30,0
678198395,45,69,M,1,1,F,20,1
582450248,44,43,F,0,0,F,20,0
212007912,52,58,M,1,1,F,20,1
756798288,40,33,F,1,0,E,20,0
190881843,36,47,F,0,0,D,10,0
464588516,46,45,F,1,0,B,20,1
586093255,32,47,F,0,0,F,20,1
041761819,38,73,F,0,0,E,20,1
185801582,40,60,M,1,0,G,30,0
732265622,39,60,M,0,1,F,20,1
012787184,60,31,M,0,1,H,30,0
840545005,52,64,F,1,1,E,20,1
070695340,18,24,M,1,0,F,20,0
031033827,52,46,F,1,0,E,20,0
197523316,43,66,M,1,0,B,20,1
362136686,59,66,M,0,0,G,30,0
775764572,32,53,M,0,0,E,20,1
433297472,37,39,F,0,0,F,20,0
732630566,73,41,M,1,0,C,10,1
419436765,38,68,F,0,0,G,30,1
484046689,52,40,F,0,0,F,20,0
928736797,46,58,M,1,1,E,20,1
701206426,45,67,F,1,0,E,20,1
776453154,45,56,F,1,0,A,10,1
475498852,21,74,M,0,0,D,10,1
591462760,20,39,M,0,0,B,20,0
188309114,43,45,M,1,0,E,20,1
419171312,44,40,F,1,1,C,10,0
793935537,38,40,F,0,0,E,20,0
397486001,41,61,F,1,1,E,20,1
759239274,51,60,M,0,0,D,10,0
137199538,68,45,F,1,0,D,10,1
435254529,51,52,F,1,0,D,10,0
336042676,45,68,M,1,1,D,10,1
575838741,29,51,M,0,0,B,20,0
959157434,39,34,M,0,0,H,30,1
962948780,55,58,M,1,1,F,20,0
947666351,33,50,F,0,0,E,20,0
759756851,55,18,M,0,0,C,10,0
977899452,56,46,M,0,1,C,10,0
334323075,42,54,M,1,0,D,10,1
968239207,63,72,M,0,0,F,20,0
071696840,48,65,F,0,0,H,30,1
201833193,49,25,M,1,0,E,20,0
853966181,51,29,F,1,0,E,20,0
712994341,36,62,F,0,0,B,20,0
680935887,61,56,F,0,1,F,20,0
342769751,37,29,F,0,1,E,20,0
641963132,34,30,M,0,1,H,30,0
216859422,32,37,F,0,1,D,10,0
768636300,,,,,,C,10,
937506168,42,71,M,1,1,G,30,1
479669780,30,61,M,0,1,B,20,0
434068131,49,38,F,1,1,B,20,1
159245825,33,32,M,0,0,B,20,0
212267884,32,60,M,0,0,G,30,0
648740780,52,56,M,1,0,E,20,0
081048028,55,59,M,1,0,E,20,0
866246586,51,32,M,0,0,B,20,0
424595676,40,52,M,0,0,G,30,1
396574589,42,59,M,1,1,G,30,1
331**0823,49,40,M,1,1,F,20,1
705324332,44,47,F,1,0,A,10,0
391773418,41,75,F,1,1,F,20,1
949932135,39,42,M,0,0,B,20,0
740650694,65,20,M,0,1,F,20,0
334860937,33,45,M,0,0,F,20,0
871570932,48,20,F,0,0,A,10,1
093574643,47,32,M,1,0,A,10,0
071880625,52,53,M,1,1,E,20,1
684443347,45,66,F,1,1,E,20,1
685429336,39,61,M,0,1,E,20,0
522687227,41,42,F,1,1,A,10,1
760462508,53,28,M,1,0,F,20,0
399892784,32,33,M,0,1,F,20,0
566186216,47,59,M,1,1,F,20,1
542446050,58,78,M,1,0,F,20,1
519913739,40,20,M,1,0,F,20,0
401016832,33,18,F,0,0,H,30,0
835388490,70,42,M,1,1,F,20,1
579491615,25,48,F,0,1,E,20,0
409884668,40,54,F,1,1,B,20,0
592639613,48,37,M,1,1,H,30,0
031054753,47,60,M,0,0,H,30,0
165410880,41,69,M,1,1,F,20,1
383434371,42,64,M,1,1,E,20,1
334235615,52,31,M,1,1,H,30,1
350026725,33,65,F,0,0,G,30,0
220450002,28,54,M,1,0,B,20,0
062302565,34,68,M,0,0,E,20,0
616938401,40,20,F,0,0,E,20,0
175585802,44,53,M,0,0,H,30,0
476058070,43,24,F,1,1,E,20,0
887099271,50,32,M,1,1,G,30,1
591459397,43,65,M,1,0,F,20,0
166204202,32,43,F,0,0,E,20,0
354202234,45,69,M,1,0,H,30,0
592438157,57,68,F,1,0,A,10,0
529692077,60,55,M,1,1,E,20,1
022461608,41,39,M,0,1,C,10,0
719506900,36,66,F,0,1,A,10,0
261812248,33,53,F,1,0,E,20,0
179317392,40,31,M,1,0,F,20,1
349612661,38,67,M,0,0,B,20,0
928986610,43,50,M,1,0,F,20,0
712128884,60,41,M,1,1,F,20,1
851889274,34,51,M,0,0,H,30,0
971746669,30,66,M,1,1,B,20,1
765283679,36,66,F,0,1,E,20,0
717458276,38,28,F,0,1,F,20,0
615555456,48,62,M,0,1,E,20,1
389928155,44,23,F,0,1,E,20,1
725504881,43,38,F,0,0,H,30,0
882844988,37,63,M,0,0,A,10,1
312573100,34,51,F,0,1,G,30,1
362550689,66,55,M,0,1,F,20,0
089808019,36,33,F,0,0,B,20,0
706448102,55,35,F,1,0,B,20,0
796922297,44,25,F,0,1,F,20,0
871881267,52,29,F,1,0,B,20,1
546182955,58,50,M,0,0,D,10,0
696150993,50,51,F,1,1,H,30,1
355461997,,,,,,C,10,
226188624,46,38,M,1,1,C,10,1
022959609,41,26,M,1,0,E,20,0
977437875,46,48,F,0,0,E,20,0
123257731,62,48,F,0,1,B,20,0
086569083,20,57,M,0,0,A,10,0
802032931,47,48,F,1,0,B,20,1
512924094,47,72,M,1,0,E,20,1
713753261,38,31,F,0,1,G,30,1
110532891,41,56,M,0,1,E,20,1
985646632,32,55,F,0,1,G,30,0
604676446,43,59,M,1,1,E,20,1
597211784,49,53,M,0,0,A,10,1
660647977,39,48,F,0,1,H,30,1
651635603,47,22,M,0,0,G,30,0
706614903,51,60,F,1,0,G,30,0
921736141,54,18,M,0,0,F,20,0
687872588,35,37,F,0,0,E,20,0
448667468,35,34,F,0,0,E,20,0
242284123,25,16,F,1,1,A,10,0
025036899,45,75,M,1,1,F,20,1
021937623,63,39,M,1,0,A,10,0
122047816,39,69,M,0,0,E,20,0
997337621,52,55,M,1,0,G,30,0
901011039,55,53,M,1,0,G,30,1
643933966,44,64,F,1,1,F,20,0
843605136,,,,,,B,20,
625570873,41,22,M,1,0,B,20,0
487836963,64,44,M,1,0,C,10,0
898443137,46,30,F,1,1,F,20,1
066584951,53,34,F,0,0,B,20,0
387606860,36,67,M,0,0,B,20,0
416734861,39,65,M,0,1,B,20,1
291815585,39,22,F,0,1,H,30,0
769316631,55,16,F,1,0,H,30,0
477287968,72,41,F,1,0,F,20,0
586524492,32,36,F,0,0,E,20,0
649752878,31,60,M,0,1,E,20,0
838106459,20,69,M,0,0,C,10,0
579969359,58,68,M,1,0,C,10,0
184913258,21,68,F,1,0,B,20,1
228123463,44,61,M,1,1,E,20,0
743728359,36,37,F,1,0,A,10,0
073975671,45,58,M,1,0,B,20,0
547596697,47,63,M,1,1,E,20,1
796415846,34,67,M,0,1,F,20,0
680236868,39,57,M,0,0,B,20,0
974777913,48,22,F,1,0,G,30,0
640989741,41,50,F,0,0,A,10,0
908286315,52,58,F,1,0,H,30,1
763431735,47,58,F,1,0,G,30,0
617350421,40,56,F,0,1,H,30,1
591913826,40,55,F,1,1,G,30,1
922029329,23,26,F,0,1,E,20,0
276175840,58,53,M,1,0,H,30,0
290186789,43,61,M,1,1,F,20,1
209121912,43,54,M,0,0,H,30,1
365130759,46,37,M,1,1,B,20,1
321356821,31,53,M,0,0,F,20,0
556464309,,,,,,F,20,
834295225,43,60,M,1,0,H,30,1
036417952,42,45,F,0,0,D,10,0
881601415,39,53,M,0,0,H,30,1
335982164,53,62,F,0,1,F,20,0
119612526,51,65,M,1,0,B,20,0
691129993,35,64,F,0,1,F,20,1
711823641,33,51,M,0,0,H,30,0
715990053,39,59,M,0,0,B,20,1
836034301,32,73,M,0,0,B,20,0
508947202,44,52,M,0,0,G,30,1
283527838,55,43,M,1,0,H,30,0
227356356,,,,,,H,30,
961759736,41,36,F,1,0,B,20,0
966011792,38,62,M,0,1,F,20,0
674912909,35,19,M,1,0,C,10,0
798150131,25,17,F,0,1,F,20,0
744492176,50,59,F,1,0,A,10,1
023295974,44,68,F,0,0,B,20,0
672678733,19,17,F,1,1,F,20,0
866813871,58,32,M,1,1,F,20,1
060621420,44,34,M,1,1,E,20,1
596842756,58,49,M,1,1,H,30,1
940443945,37,52,F,0,0,B,20,0
997846837,28,57,M,1,0,F,20,0
539565084,43,30,M,1,0,B,20,1
958088883,46,21,M,1,0,D,10,0
515560292,34,17,F,0,0,H,30,0
476395450,19,49,F,0,0,F,20,0
349285061,37,38,M,0,1,C,10,0
082029306,37,50,M,0,0,D,10,0
668274841,68,30,M,0,0,C,10,0
281886647,48,38,F,1,0,F,20,0
111548216,52,60,F,1,0,G,30,0
126361911,58,62,M,1,0,G,30,1
820810727,49,24,F,1,0,G,30,0
446123346,33,59,F,0,0,C,10,0
148202583,61,33,F,1,1,E,20,0
642563896,36,56,M,0,0,F,20,0
733492163,39,36,F,0,0,E,20,0
214868571,44,63,F,1,0,B,20,1
071839394,52,18,F,1,0,G,30,0
539399145,53,61,M,0,0,E,20,0
599543649,48,65,M,0,1,G,30,1
461790272,42,57,F,1,1,H,30,1
273011895,,,,,,D,10,
196809671,41,46,M,1,0,C,10,1
926051108,49,40,F,1,0,F,20,0
513002503,37,53,M,0,0,G,30,0
798226530,28,32,F,1,0,H,30,0
590280198,49,47,M,1,0,C,10,0
303402958,38,89,M,0,1,F,20,1
556326432,43,52,M,1,0,A,10,1
190111990,36,49,M,0,0,E,20,0
679022095,52,52,M,1,0,G,30,1
275084940,71,80,M,1,0,B,20,1
725838723,43,47,M,1,0,G,30,1
872913822,41,65,M,1,1,F,20,1
101719261,42,35,M,1,0,G,30,0
495389828,52,54,M,1,0,H,30,0
222127993,44,59,M,1,1,H,30,1
251559606,38,49,F,0,1,D,10,0
545846890,59,49,M,1,0,B,20,0
678848073,34,30,F,0,0,B,20,0
713859894,35,34,M,1,1,E,20,1
380740868,49,34,F,1,1,E,20,1
440991930,49,18,M,1,0,G,30,0
773529088,50,44,M,1,1,C,10,1
205368474,34,29,M,0,0,G,30,0
975422348,48,15,F,1,1,G,30,1
467452997,56,17,M,1,0,B,20,0
118057846,45,63,M,1,1,F,20,1
236464292,24,66,M,0,0,H,30,0
513076145,73,52,M,1,1,F,20,0
225957582,41,61,F,0,1,F,20,1
036982990,61,62,M,0,1,E,20,0
604628181,30,45,M,0,0,F,20,0
757744218,36,29,F,0,1,E,20,1
238088246,44,54,M,1,0,H,30,0
516790255,62,38,F,1,0,F,20,1
468571070,39,50,F,0,1,G,30,1
846898941,52,31,M,0,0,B,20,0
860340241,42,65,M,1,0,E,20,1
004436926,41,50,M,1,0,F,20,0
602583327,53,61,M,1,1,D,10,1
785471399,57,31,F,1,0,G,30,0
269327444,41,37,F,1,1,C,10,1
106281118,34,64,M,1,1,E,20,1
386200396,38,50,F,0,1,C,10,0
792048147,42,74,M,1,0,B,20,1
463278865,44,31,M,0,0,E,20,0
528147112,46,39,F,1,0,F,20,1
923726845,65,36,F,1,0,D,10,1
954307045,46,24,F,1,0,H,30,0
161664363,42,71,M,1,1,E,20,1
138666705,44,55,F,1,1,H,30,1
767830145,51,35,F,0,0,E,20,0
647995838,37,73,M,0,1,F,20,1
680372963,27,23,M,0,0,E,20,0
092021985,44,27,F,1,1,H,30,1
642932905,58,40,M,1,0,D,10,0
026574893,48,32,M,1,1,C,10,0
533025449,43,71,M,0,0,B,20,1
580485294,39,22,M,0,0,G,30,0
077613645,34,65,M,0,0,G,30,0
801125254,32,26,F,0,1,E,20,0
935576441,46,44,M,0,0,F,20,0
175987354,41,20,F,1,0,H,30,1
154716346,62,64,M,1,0,F,20,1
333190181,48,51,F,1,0,F,20,1
153764879,42,24,F,1,1,H,30,0
783546872,42,55,M,1,0,G,30,0
198453421,53,23,M,1,0,E,20,0
845227073,54,36,F,0,0,H,30,0
392215711,23,71,M,0,0,B,20,1
537378150,46,57,M,1,0,B,20,0
847403041,41,50,F,1,0,F,20,0
923214695,33,24,M,0,0,G,30,0
289534012,40,57,F,1,1,E,20,1
766316730,35,41,F,0,0,E,20,0
859538850,36,59,F,0,1,E,20,0
285421484,21,25,M,0,0,C,10,0
944331937,34,61,F,1,0,A,10,1
751351402,,,,,,B,20,
908182260,42,64,F,1,1,H,30,1
719258541,53,51,M,0,0,G,30,0
796849471,70,34,M,1,1,B,20,1
684528872,39,49,F,0,0,G,30,0
621857942,57,50,F,1,1,B,20,1
116303854,34,21,F,0,0,H,30,0
238689582,38,23,F,0,1,F,20,0
961774235,20,55,M,0,0,F,20,1
218802690,34,72,M,0,1,F,20,0
274900507,48,47,M,1,0,F,20,0
595255433,49,36,F,0,1,C,10,0
377070925,39,61,M,0,1,E,20,1
319389655,50,24,M,0,0,E,20,0
264580431,41,44,F,1,0,D,10,1
356524210,74,38,M,1,0,E,20,1
292927325,49,50,F,1,1,H,30,1
729583626,51,64,M,0,0,C,10,0
522139565,56,56,M,1,1,F,20,0
435972184,30,36,F,0,0,E,20,0
787298950,53,41,F,1,0,E,20,1
254530608,40,54,M,1,0,D,10,1
777980333,54,54,F,1,1,G,30,1
623447578,41,51,F,1,0,A,10,1
712174838,38,76,M,0,0,A,10,0
249851490,37,21,M,0,0,H,30,0
830673274,44,71,F,0,0,A,10,0
725714473,42,62,M,1,0,E,20,0
237423485,32,64,F,0,0,E,20,0
609860607,45,17,M,1,0,H,30,0
294757853,34,23,M,0,0,G,30,0
959510496,42,32,M,0,1,F,20,0
769037736,34,63,M,0,0,G,30,0
242195373,20,42,F,0,0,H,30,0
527872663,34,18,M,0,0,G,30,0
215955239,32,31,F,0,0,B,20,0
005038689,39,19,F,0,0,F,20,0
545735699,19,49,F,0,0,G,30,0
290086793,40,47,M,0,0,F,20,0
105936997,64,57,M,1,0,G,30,1
675281704,46,33,F,1,1,D,10,1
641368387,39,44,F,0,1,A,10,1
139837122,43,59,F,1,0,B,20,0
995977989,58,64,M,1,1,F,20,1
586540564,34,18,M,0,0,E,20,0
906458130,70,59,F,1,0,C,10,0
686186737,47,74,F,1,0,B,20,1
753485053,36,48,M,0,0,B,20,0
229644101,45,37,M,1,0,B,20,0
442445611,47,74,M,0,0,B,20,0
619086390,45,37,F,1,0,F,20,1
247020409,60,52,F,1,0,E,20,0
189907515,50,66,M,1,0,B,20,1
905640403,27,17,F,0,1,G,30,0
363329767,44,40,M,1,1,D,10,1
506445710,37,61,M,0,0,B,20,0
814703671,32,54,M,0,0,H,30,0
999519072,43,78,M,0,0,C,10,0
601552721,41,69,M,1,1,E,20,1
498254765,40,52,M,0,0,D,10,1
292048200,58,61,M,1,1,E,20,1
695186425,68,38,F,1,0,G,30,0
196692249,49,49,M,0,0,B,20,0
540025012,38,71,M,0,0,A,10,1
005231017,75,49,F,0,1,D,10,0
237474388,43,24,F,1,1,F,20,0
511385621,43,26,F,0,1,E,20,0
577699831,48,73,M,1,1,A,10,0
976396462,51,34,F,1,0,E,20,0
343198342,52,30,M,1,0,F,20,1
774489851,42,32,F,1,0,E,20,1
495036757,35,72,M,0,0,E,20,0
055033235,52,54,F,1,1,E,20,1
228032440,55,37,M,1,1,D,10,0
137765765,53,65,M,1,0,B,20,0
785791530,50,18,M,1,0,F,20,0
312732394,44,37,M,1,1,C,10,1
385198617,64,36,M,0,1,E,20,0
178082781,34,55,M,0,0,E,20,0
197363113,37,59,F,0,1,E,20,1
423944610,55,56,M,1,0,G,30,0
560210070,45,52,F,1,1,H,30,1
788793693,45,37,F,1,0,E,20,0
881207334,53,39,F,1,1,C,10,0
111417566,44,85,M,1,1,D,10,1
150929320,50,42,M,0,1,A,10,1
550450460,52,52,F,1,0,H,30,1
238388766,41,33,M,0,0,F,20,0
413522764,61,32,F,1,0,F,20,0
600580684,39,38,F,0,0,E,20,0
874847538,21,39,M,0,1,H,30,1
142346518,46,37,M,0,1,F,20,0
328846395,20,41,M,0,0,D,10,0
834769379,37,59,F,0,1,E,20,0
091921847,46,42,F,1,1,A,10,1
673080703,53,38,F,1,0,F,20,0
973750851,55,57,M,1,1,G,30,0
386935763,20,64,F,0,0,E,20,0
962733195,35,49,M,1,0,F,20,1
171720130,50,61,M,0,1,F,20,1
966504534,39,71,M,0,0,B,20,0
390366809,44,55,F,1,0,B,20,1
520266008,58,60,F,1,0,E,20,1
878774279,42,32,F,1,0,E,20,0
909634018,66,35,M,0,1,B,20,0
531501654,27,47,M,1,1,E,20,1
831712542,48,36,F,1,1,A,10,0
548736935,44,63,M,1,1,F,20,1
709859783,52,36,F,1,1,A,10,0
772276820,22,54,M,0,0,E,20,0
284841589,33,23,F,1,0,A,10,0
973333515,66,31,M,1,0,H,30,0
074093055,64,72,M,1,0,A,10,1
015805010,38,54,F,0,0,B,20,0
614080388,42,50,F,1,0,F,20,1
787821834,34,20,F,0,1,B,20,0
889672521,52,54,F,1,0,B,20,1
748348972,41,23,F,1,0,G,30,1
880821455,44,69,M,1,0,B,20,1
473552244,46,39,F,1,0,G,30,1
038873105,46,63,M,1,0,B,20,1
547117641,45,38,F,0,0,E,20,0
153861031,41,54,F,0,0,G,30,0
194129346,36,31,F,0,0,F,20,0
358917624,46,48,F,1,0,B,20,1
619395564,33,24,F,0,1,E,20,0
534498883,46,37,M,1,1,D,10,1
988128211,36,29,M,0,0,B,20,0
345965183,57,59,M,1,1,E,20,1
747524687,50,42,M,1,0,F,20,1
808932007,33,38,M,0,1,E,20,0
906097105,44,18,M,1,0,G,30,0
380696613,45,71,M,0,1,F,20,1
620502461,42,61,F,1,1,F,20,0
701425412,38,22,F,0,1,E,20,0
039757499,50,80,M,1,0,C,10,1
594616048,29,64,F,1,0,B,20,1
623026990,27,66,M,0,1,A,10,1
379173847,46,45,F,1,0,B,20,1
139153193,35,25,F,1,0,H,30,0
739617242,30,56,F,1,0,B,20,0
678524552,28,20,M,0,0,G,30,0
813790723,32,67,M,0,1,F,20,1
361739290,54,70,M,1,1,F,20,1
253785548,53,17,F,0,1,G,30,0
085586782,41,67,M,0,1,F,20,0
962317638,40,60,F,1,0,F,20,0
540525873,19,50,F,0,1,H,30,1
655378063,,,,,,E,20,
261434244,41,51,M,1,0,H,30,1
816609021,31,34,M,0,1,E,20,0
752651949,53,54,F,1,0,E,20,1
352032603,65,66,F,1,0,F,20,0
571398352,41,33,M,0,0,D,10,0
955917679,44,65,M,1,1,F,20,1
997528100,37,51,F,0,1,B,20,0
765403356,34,43,M,0,1,G,30,0
677594289,42,35,F,1,0,A,10,0
943523252,26,35,M,0,0,B,20,0
484031013,43,40,F,1,1,A,10,1
676288972,61,72,M,1,0,B,20,0
709375060,36,54,M,0,0,C,10,0
193968214,46,58,F,0,0,A,10,0
100743229,44,27,F,1,1,G,30,1
839853557,56,51,M,1,0,B,20,1
607330603,62,61,F,1,0,F,20,0
779057741,49,55,M,1,0,G,30,1
826219436,25,65,M,0,0,D,10,1
785922763,29,62,F,0,0,E,20,1
744916184,74,67,F,1,0,E,20,0
650031008,29,63,M,1,0,B,20,0
181633465,47,55,M,1,0,B,20,1
774850694,51,31,M,1,0,F,20,0
371212563,45,52,M,1,0,B,20,1
565081637,35,62,M,0,1,E,20,0
372813598,38,19,F,0,0,G,30,1
236336058,31,61,M,0,1,F,20,0
462501206,52,27,F,1,1,F,20,0
519343315,54,59,M,0,1,E,20,1
926**0346,46,20,M,0,0,D,10,0
388549136,51,53,M,0,0,B,20,0
729282460,31,64,M,0,1,F,20,1
878263816,56,48,M,0,0,G,30,0
290293709,38,51,M,0,0,A,10,0
813864471,50,20,M,0,0,H,30,0
252203212,42,39,F,1,0,F,20,0
718130560,49,46,F,1,0,E,20,1
751189126,42,67,F,1,1,F,20,1
060578957,35,70,M,0,1,G,30,1
394483191,28,53,F,0,1,G,30,0
492468667,23,50,F,0,1,B,20,0
887631137,50,41,F,1,1,B,20,1
087651148,51,30,M,1,1,H,30,1
689430853,46,41,F,1,0,D,10,0
376197701,41,19,M,1,0,B,20,0
122182794,29,70,M,1,1,C,10,0
318223431,37,56,M,1,1,E,20,0
346984594,43,69,M,1,1,E,20,1
267408492,53,18,F,1,0,F,20,0
824911029,44,52,F,0,0,C,10,0
207643374,41,65,M,1,0,A,10,0
424415269,33,68,M,0,0,D,10,0
334718253,42,32,F,0,1,F,20,0
759706555,48,73,F,1,0,F,20,1
059082903,49,71,M,1,1,E,20,1
246027522,42,42,F,1,0,E,20,0
593733445,23,51,M,0,0,F,20,1
273430934,57,34,F,1,0,E,20,1
117582754,50,40,F,1,0,H,30,0
324082351,32,38,F,0,0,E,20,0
304106452,46,61,M,1,0,G,30,1
570131255,44,35,F,0,0,F,20,0
438946528,47,49,F,1,0,F,20,1
450289556,49,68,F,1,0,A,10,1
044454662,36,72,F,0,0,A,10,0
776680572,50,31,F,1,0,B,20,0
735624413,36,75,M,0,0,A,10,0
055023495,69,72,M,1,0,F,20,1
390852910,52,60,M,1,1,F,20,1
944451912,31,60,M,1,1,F,20,0
041641285,58,67,F,1,0,H,30,0
090951689,44,16,F,1,1,H,30,1
848891125,50,72,F,1,0,A,10,1
237874753,43,55,M,0,0,F,20,1
528779908,44,64,M,1,0,A,10,1
194192582,47,69,F,1,1,F,20,1
528712736,46,63,M,1,1,F,20,1
643**6033,47,77,M,1,0,B,20,1
052994915,48,53,M,1,0,B,20,0
018003254,42,33,M,0,1,B,20,0
176272071,43,22,M,1,0,G,30,0
894909873,49,53,M,1,0,B,20,1
185357703,37,70,F,0,0,A,10,0
508841770,42,19,F,1,0,G,30,1
250773907,,,,,,B,20,
246980391,75,35,M,1,1,F,20,0
357537954,51,55,M,1,0,B,20,0
350573856,39,16,F,0,1,H,30,1
571591143,37,46,M,0,0,F,20,0
936312065,49,52,M,1,0,G,30,1
950346558,40,64,F,1,0,B,20,1
081235737,65,31,F,1,0,E,20,0
292046611,38,60,F,0,1,E,20,1
110635173,32,61,F,1,1,E,20,1
873347572,48,33,F,1,0,B,20,0
745892401,22,54,M,0,1,B,20,1
626996671,43,44,M,1,0,E,20,0
659314760,27,66,F,1,1,A,10,1
014694780,34,37,M,0,1,E,20,0
120512933,,,,,,E,20,
246705375,30,51,M,0,0,F,20,0
624888482,41,72,M,1,0,B,20,1
866824378,28,17,M,0,0,A,10,0
231951027,45,52,F,1,0,H,30,1
