Bo_Age,Ln_Orig,Orig_LTV_Ratio_Pct,Credit_score,First_home,Tot_mthly_debt_exp,Tot_mthly_incm,orig_apprd_val_amt,pur_prc_amt,DTI Ratio,Status,OUTCOME,State,UPB>Appraisal,median income ($),% of people in poverty,LoanValuetoAppraised
41,120000,100,758,Y,4905,6916,343000,325000,0.709225,Active,non-default,MD,0,56763,8.6,0.349854227
44,105000,88,589,N,2774,6871,180000,174900,0.403726,Active,non-default,GA,0,43217,12,0.583333333
36,62900,100,666,N,0,6000,203000,62900,0,Pay-off,non-default,CA,0,49894,13.2,0.309852217
37,230000,100,712,N,740,2817,68000,67000,0.262691,Active,non-default,IL,1,45787,12.5,3.382352941
26,129922,95,674,N,1018,4300,132000,129922,0.236744,Active,non-default,OR,0,42617,11.7,0.984257576
44,258750,75,529,Y,1048,2698,92000,92000,0.388436,Active,non-default,FL,1,40171,12.3,2.8125
40,230000,100,686,N,1219,3000,137000,137000,0.406333,Pay-off,non-default,CA,1,49894,13.2,1.678832117
42,215900,90,723,N,1682,3960,135000,134000,0.424747,Active,non-default,TN,1,38550,14.9,1.599259259
28,132000,91,699,N,2587,6232,266000,259800,0.415116,Active,non-default,IN,0,43003,10.2,0.496240602
23,96900,95,764,N,1894,3901,189800,189800,0.485517,Active,non-default,OH,0,44160,10.8,0.510537408
40,320000,100,645,Y,2395,4468,144800,139500,0.536034,Pay-off,non-default,GA,1,43217,12,2.209944751
55,119000,100,797,N,1223,3611,63000,60000,0.338687,Active,non-default,TX,1,41275,16.4,1.888888889
34,149625,95,641,N,1358,2469,90000,90000,0.55002,Active,non-default,FL,1,40171,12.3,1.6625
37,209050,100,738,N,1197,3973,172000,171500,0.301284,Pay-off,non-default,OR,1,42617,11.7,1.215406977
24,156810,92,787,N,740,4405,80000,75000,0.167991,Active,non-default,MO,1,43988,10.9,1.960125
40,79000,100,638,N,3046,5282,103000,99500,0.576676,Active,non-default,AZ,0,42590,13.8,0.766990291
35,174400,95,708,Y,957,4200,73000,73000,0.227857,Active,non-default,GA,1,43217,12,2.389041096
25,118650,95,746,Y,1226,3533,122000,120000,0.347014,Active,non-default,LA,0,35523,17,0.972540984
37,135000,100,673,N,1664,3121,220000,216900,0.533162,Active,non-default,IN,0,43003,10.2,0.613636364
30,90000,100,683,N,2760,6240,209000,208000,0.442308,Pay-off,non-default,MI,0,44476,12.1,0.43062201
37,114300,90,783,N,1095,5818,158000,158960,0.188209,Active,non-default,FL,0,40171,12.3,0.723417722
35,244625,95,548,Y,2703,3417,260000,260000,0.791045,Pay-off,non-default,CA,0,49894,13.2,0.940865385
26,144800,100,740,N,1448,3691,205000,200100,0.392306,Active,non-default,TN,0,38550,14.9,0.706341463
47,135850,99,662,N,2201,4963,120000,116000,0.443482,Active,non-default,WI,1,47220,10.2,1.132083333
37,176700,95,660,N,0,5025,215000,210000,0,Pay-off,non-default,VA,0,53275,9.8,0.821860465
37,84500,100,750,N,2338,6013,86500,86500,0.388824,Pay-off,non-default,AL,0,38111,15.5,0.976878613
51,81000,90,759,N,2901,6622,162000,156000,0.438085,Active,non-default,NC,0,39000,14.8,0.5
34,97500,87,757,N,1247,4037,155000,150000,0.308893,Active,non-default,OH,0,44160,10.8,0.629032258
37,103050,90,761,N,2270,9115,217000,214900,0.24904,Active,non-default,TX,0,41275,16.4,0.474884793
37,198700,100,528,N,2089,3725,188000,187879,0.560805,Active,non-default,FL,1,40171,12.3,1.056914894
47,105698,100,645,Y,1361,3252,92500,92500,0.418512,Pay-off,non-default,MO,1,43988,10.9,1.142681081
22,96900,100,636,Y,1594,5005,152000,135000,0.318482,Pay-off,non-default,FL,0,40171,12.3,0.6375
35,107500,100,781,N,2589,6719,315500,315500,0.385325,Active,non-default,CA,0,49894,13.2,0.340729002
26,147000,100,745,N,4050,8238,155000,155000,0.491624,Pay-off,non-default,FL,0,40171,12.3,0.948387097
31,108000,100,718,N,2040,4440,195000,192384,0.459459,Pay-off,non-default,IL,0,45787,12.5,0.553846154
40,102500,100,752,N,1389,5346,177000,166500,0.25982,Pay-off,non-default,IN,0,43003,10.2,0.579096045
31,115000,100,774,Y,1988,6022,170500,168900,0.330123,Active,non-default,MD,0,56763,8.6,0.674486804
37,292500,90,712,N,777,1953,68000,68000,0.397849,Active,non-default,NC,1,39000,14.8,4.301470588
33,143715,100,703,N,2204,4059,127900,125636,0.542991,Pay-off,non-default,FL,1,40171,12.3,1.12365129
23,82000,100,770,Y,985,4683,142000,142000,0.210335,Active,non-default,TN,0,38550,14.9,0.577464789
36,58000,100,697,N,1820,7985,225000,225001,0.227927,Pay-off,non-default,CA,0,49894,13.2,0.257777778
37,249900,100,570,N,1430,2193,202000,202000,0.652075,Pay-off,non-default,FL,1,40171,12.3,1.237128713
31,231000,83,766,N,2385,5000,240000,237000,0.477,Pay-off,non-default,MA,0,52354,9.8,0.9625
56,171000,90,683,Y,1291,3142,167000,166500,0.410885,Active,non-default,FL,1,40171,12.3,1.023952096
24,79325,95,684,Y,4094,7444,272500,272500,0.549973,Pay-off,non-default,CA,0,49894,13.2,0.291100917
63,50000,100,677,N,0,8508,345000,345000,0,Active,non-default,NY,0,44228,14.4,0.144927536
37,64000,80,689,N,1454,6250,182000,182000,0.23264,Pay-off,non-default,CO,0,51022,9.8,0.351648352
30,124400,80,732,Y,1067,3010,101000,101000,0.354485,Active,non-default,FL,1,40171,12.3,1.231683168
37,97000,100,692,N,2441,7183,184900,184900,0.33983,Active,non-default,MD,0,56763,8.6,0.524607896
25,70500,91,706,N,6118,7238,265000,258655,0.845261,Active,non-default,NE,0,44623,9.9,0.266037736
37,143900,80,780,N,1203,4167,139000,139000,0.288697,Pay-off,non-default,FL,1,40171,12.3,1.035251799
38,165750,86,670,N,727,2225,83000,82900,0.326742,Active,non-default,TN,1,38550,14.9,1.996987952
37,284000,100,753,N,833,1515,75000,75000,0.549835,Pay-off,non-default,VA,1,53275,9.8,3.786666667
37,135000,90,744,Y,1494,2515,103000,98000,0.594036,Active,non-default,OH,1,44160,10.8,1.310679612
47,135700,97,703,N,728,2371,107000,98500,0.307043,Active,non-default,TN,1,38550,14.9,1.268224299
44,78300,97,752,N,2196,8233,325000,325000,0.266731,Pay-off,non-default,CA,0,49894,13.2,0.240923077
35,126800,100,722,N,1517,4066,128000,126402,0.373094,Pay-off,non-default,GA,0,43217,12,0.990625
37,159210,90,799,Y,1411,5261,198638,198638,0.2682,Pay-off,non-default,TX,0,41275,16.4,0.801508271
35,218000,81,681,N,0,12752,283500,283500,0,Active,non-default,CA,0,49894,13.2,0.768959436
31,184000,100,720,N,1451,6084,169000,160865,0.238494,Active,non-default,NJ,1,56772,8.2,1.088757396
44,200462,102,617,Y,674,1929,85000,79500,0.349404,Active,non-default,FL,1,40171,12.3,2.358376471
37,123813,69,721,Y,903,1458,108000,108000,0.619342,Active,non-default,FL,1,40171,12.3,1.146416667
41,286500,100,660,Y,981,3055,114000,113900,0.321113,Active,non-default,AZ,1,42590,13.8,2.513157895
31,156000,99,588,Y,1202,3081,114000,113000,0.390133,Pay-off,non-default,AR,1,33948,17.6,1.368421053
38,90000,100,688,N,4585,6065,235000,235000,0.755977,Active,non-default,NJ,0,56772,8.2,0.382978723
37,127200,95,649,Y,1711,4797,149400,149400,0.356681,Active,non-default,IL,0,45787,12.5,0.851405622
32,224000,80,801,N,814,5025,126500,125500,0.162,Pay-off,non-default,MI,1,44476,12.1,1.770750988
54,134000,75,744,N,550,2800,67000,66900,0.196429,Pay-off,non-default,MO,1,43988,10.9,2
33,223250,95,678,N,1695,3683,94000,93500,0.460223,Pay-off,non-default,AZ,1,42590,13.8,2.375
37,130100,99,710,Y,1515,2338,135000,131000,0.64799,Pay-off,non-default,FL,0,40171,12.3,0.963703704
64,147300,86,736,N,2025,3033,290000,289900,0.667656,Pay-off,non-default,CA,0,49894,13.2,0.507931034
37,156000,100,694,Y,1849,3362,219000,208781,0.54997,Pay-off,non-default,FL,0,40171,12.3,0.712328767
22,299450,90,658,N,1546,2811,135000,135000,0.549982,Active,non-default,FL,1,40171,12.3,2.218148148
45,284750,85,660,Y,839,2141,101000,99900,0.391873,Active,non-default,AZ,1,42590,13.8,2.819306931
37,84600,89,779,N,2144,4841,290000,289000,0.442884,Active,non-default,CA,0,49894,13.2,0.291724138
26,218900,100,671,N,205,2080,58000,58000,0.098558,Active,non-default,IA,1,43042,9.7,3.774137931
46,163000,100,693,Y,2667,3676,168000,165018,0.725517,Active,non-default,CO,0,51022,9.8,0.970238095
47,288000,90,801,N,780,2615,140000,136500,0.298279,Active,non-default,OR,1,42617,11.7,2.057142857
37,165700,80,680,N,0,5025,116000,116000,0,Pay-off,non-default,PA,1,44286,10.4,1.428448276
25,148532,95,738,N,1369,4661,190000,148532,0.293714,Pay-off,non-default,OH,0,44160,10.8,0.781747368
36,162450,97,621,N,0,3500,62300,59200,0,Active,non-default,IN,1,43003,10.2,2.607544141
26,93800,95,670,Y,2608,5203,330000,330000,0.501249,Pay-off,non-default,CA,0,49894,13.2,0.284242424
46,95663,102,593,Y,3133,4721,327000,326798,0.663631,Pay-off,non-default,CA,0,49894,13.2,0.292547401
51,104500,95,523,N,2784,4311,190000,188200,0.64579,Active,non-default,GA,0,43217,12,0.55
51,170000,100,758,N,580,5461,75000,75000,0.106208,Pay-off,non-default,IN,1,43003,10.2,2.266666667
37,138905,97,793,N,1144,2606,80000,78000,0.438987,Active,non-default,NY,1,44228,14.4,1.7363125
33,143460,100,723,N,2064,4951,158000,156900,0.416885,Active,non-default,FL,0,40171,12.3,0.907974684
24,84000,100,767,N,2411,6871,303000,302831,0.350895,Pay-off,non-default,CA,0,49894,13.2,0.277227723
59,72450,90,707,Y,2001,6681,72000,72000,0.299506,Active,non-default,MI,1,44476,12.1,1.00625
34,275000,100,762,Y,1485,4125,164000,164000,0.36,Active,non-default,OR,1,42617,11.7,1.676829268
46,89143,97,795,N,1903,5886,119000,118500,0.32331,Pay-off,non-default,IN,0,43003,10.2,0.74910084
60,309700,95,758,N,1508,10001,60000,59900,0.150785,Active,non-default,PA,1,44286,10.4,5.161666667
34,137750,95,632,N,1288,5025,100000,95000,0.256335,Pay-off,non-default,PA,1,44286,10.4,1.3775
56,117900,98,690,N,2521,5522,163000,162900,0.456537,Active,non-default,TN,0,38550,14.9,0.723312883
37,144000,60,735,N,1308,3900,196000,196000,0.335385,Active,non-default,MI,0,44476,12.1,0.734693878
29,308750,95,729,N,977,1408,112000,107500,0.693892,Pay-off,non-default,FL,1,40171,12.3,2.756696429
37,161500,95,755,N,767,1833,54000,54000,0.41844,Active,non-default,NC,1,39000,14.8,2.990740741
37,221400,75,554,N,1077,2513,77000,59900,0.428571,Pay-off,non-default,AL,1,38111,15.5,2.875324675
45,121500,100,568,N,1331,6078,175000,174900,0.218987,Active,non-default,IL,0,45787,12.5,0.694285714
38,254000,94,767,N,1304,5025,185000,190000,0.259519,Active,non-default,CA,1,49894,13.2,1.372972973
29,143200,100,769,Y,1998,5828,113000,112000,0.342828,Pay-off,non-default,WI,1,47220,10.2,1.267256637
26,117900,90,765,N,806,1714,64000,64000,0.470245,Active,non-default,PA,1,44286,10.4,1.8421875
50,99000,90,697,N,1747,7528,245000,245000,0.232067,Pay-off,non-default,CA,0,49894,13.2,0.404081633
47,78800,80,740,N,1199,3496,87500,87500,0.342963,Active,non-default,FL,0,40171,12.3,0.900571429
49,240000,98,617,N,8691,5025,330000,326000,1.729661,Pay-off,non-default,CA,0,49894,13.2,0.727272727
53,195200,80,574,N,5245,10352,222000,215255,0.506665,Active,non-default,IN,0,43003,10.2,0.879279279
39,213750,95,760,N,1156,4695,151000,148930,0.246219,Pay-off,non-default,FL,1,40171,12.3,1.415562914
47,60667,95,635,Y,1504,4167,125000,125000,0.360931,Active,non-default,MD,0,56763,8.6,0.485336
37,209000,100,781,N,929,2244,55000,54000,0.413993,Pay-off,non-default,MO,1,43988,10.9,3.8
24,148700,80,672,N,1130,3500,137000,136300,0.322857,Active,non-default,GA,1,43217,12,1.08540146
34,126350,95,681,N,394,3959,45000,45900,0.09952,Active,non-default,OH,1,44160,10.8,2.807777778
51,60000,71,751,Y,1010,7815,200000,199900,0.129239,Active,non-default,MD,0,56763,8.6,0.3
35,129650,95,662,N,1239,3333,76000,75500,0.371737,Active,non-default,OH,1,44160,10.8,1.705921053
37,89900,100,787,N,1823,4999,187000,187000,0.364673,Active,non-default,OH,0,44160,10.8,0.480748663
42,175500,90,724,Y,1164,2325,151300,145000,0.500645,Active,non-default,MN,1,55914,7,1.159947125
38,232000,80,665,N,2240,12200,250000,226000,0.183607,Pay-off,non-default,TX,0,41275,16.4,0.928
21,122350,97,810,Y,2085,7591,245000,245000,0.274667,Pay-off,non-default,CA,0,49894,13.2,0.499387755
37,75000,100,679,N,2309,5529,140000,139000,0.417616,Pay-off,non-default,OH,0,44160,10.8,0.535714286
20,79300,100,670,N,3843,8386,265000,242500,0.458264,Active,non-default,VA,0,53275,9.8,0.299245283
53,57500,100,667,N,3627,7072,200000,187100,0.512868,Active,non-default,NE,0,44623,9.9,0.2875
37,201500,58,673,Y,662,1289,74000,70000,0.513576,Active,non-default,MI,1,44476,12.1,2.722972973
22,208575,90,660,N,881,4000,93000,93000,0.22025,Active,non-default,TX,1,41275,16.4,2.242741935
47,60230,95,760,N,955,2058,76500,75000,0.464043,Active,non-default,IN,0,43003,10.2,0.787320261
30,236900,100,632,Y,2373,6320,295000,295000,0.375475,Active,non-default,NY,0,44228,14.4,0.803050847
31,208500,95,606,N,1263,2126,130000,127900,0.594073,Active,non-default,GA,1,43217,12,1.603846154
37,107250,75,795,N,2594,9541,393000,392500,0.271879,Pay-off,non-default,WA,0,48688,11.7,0.272900763
24,121100,100,704,N,0,5600,240000,184800,0,Active,non-default,IL,0,45787,12.5,0.504583333
54,105600,80,700,N,1076,4510,85000,65000,0.238581,Active,non-default,IN,1,43003,10.2,1.242352941
37,127500,85,665,N,2062,6500,174000,171001,0.317231,Active,non-default,KY,0,37396,15.4,0.732758621
31,63285,102,685,N,3778,7031,237000,230499,0.537335,Pay-off,non-default,NM,0,37587,17.5,0.267025316
27,83420,97,775,N,900,5000,135000,128000,0.18,Pay-off,non-default,PA,0,44286,10.4,0.617925926
37,212696,90,614,N,2018,8900,325000,212696,0.226742,Pay-off,non-default,NY,0,44228,14.4,0.654449231
31,166950,95,729,N,1933,14293,403000,166950,0.135241,Active,non-default,KS,0,43725,10.7,0.41426799
37,166940,100,612,Y,1895,4465,193500,193150,0.424412,Active,non-default,GA,0,43217,12,0.862739018
29,108680,95,700,Y,1719,3100,88000,88000,0.554516,Pay-off,non-default,FL,1,40171,12.3,1.235
47,100000,98,761,N,1460,3937,155500,155500,0.370841,Active,non-default,WA,0,48688,11.7,0.643086817
51,187150,70,627,N,1804,4500,118500,115000,0.400889,Active,non-default,GA,1,43217,12,1.579324895
35,166250,95,768,N,1120,2800,120000,119000,0.4,Active,non-default,PA,1,44286,10.4,1.385416667
30,140650,98,665,N,1763,2802,131000,130560,0.629193,Active,non-default,GA,1,43217,12,1.073664122
26,97500,100,760,N,1831,5130,221000,221000,0.35692,Pay-off,non-default,CA,0,49894,13.2,0.441176471
28,121100,85,707,N,1585,5600,175000,173500,0.283036,Active,non-default,MN,0,55914,7,0.692
31,126000,90,698,Y,1928,4368,98000,95000,0.441392,Active,non-default,IA,1,43042,9.7,1.285714286
48,218000,100,637,Y,1278,3086,80000,80000,0.414128,Active,non-default,FL,1,40171,12.3,2.725
39,147250,95,702,N,973,4518,130000,129000,0.215361,Pay-off,non-default,IL,1,45787,12.5,1.132692308
42,207200,80,716,N,1665,2537,120000,115000,0.656287,Active,non-default,GA,1,43217,12,1.726666667
37,166250,95,694,N,982,2950,132600,132600,0.332881,Pay-off,non-default,CA,1,49894,13.2,1.253770739
74,108000,92,633,Y,980,3449,101000,101000,0.28414,Active,non-default,FL,1,40171,12.3,1.069306931
55,166500,90,686,Y,3869,10291,300000,300000,0.37596,Active,non-default,IL,0,45787,12.5,0.555
27,48510,90,661,N,4467,7641,240000,238665,0.584609,Pay-off,non-default,NV,0,46984,10.2,0.202125
39,189050,95,661,N,1475,4567,163000,125000,0.322969,Active,non-default,MS,1,33659,17.7,1.159815951
21,190000,100,632,Y,2017,2773,87000,86500,0.727371,Active,non-default,FL,1,40171,12.3,2.183908046
34,68400,90,678,N,595,4500,74500,74500,0.132222,Pay-off,non-default,NV,0,46984,10.2,0.918120805
37,289750,95,678,N,1652,3000,130000,126671,0.550667,Active,non-default,TX,1,41275,16.4,2.228846154
29,225000,100,663,N,772,2146,111671,111671,0.359739,Pay-off,non-default,TN,1,38550,14.9,2.014847185
43,234650,95,693,N,2798,5025,157000,153000,0.556851,Active,non-default,FL,1,40171,12.3,1.494585987
22,120000,100,686,N,2713,5590,289000,287500,0.485331,Pay-off,non-default,OR,0,42617,11.7,0.415224913
58,144000,100,674,N,1829,4351,117000,116804,0.420363,Pay-off,non-default,GA,1,43217,12,1.230769231
32,172300,95,633,Y,0,5025,117000,111500,0,Active,non-default,MN,1,55914,7,1.472649573
32,83000,100,676,N,0,5025,47000,47000,0,Active,non-default,NC,1,39000,14.8,1.765957447
31,160550,95,507,Y,1299,3851,133000,131900,0.337315,Active,non-default,GA,1,43217,12,1.207142857
31,129200,95,753,N,1197,3650,165000,129200,0.327945,Pay-off,non-default,CA,0,49894,13.2,0.783030303
77,155000,84,555,Y,1195,2500,120000,118531,0.478,Active,non-default,NC,1,39000,14.8,1.291666667
25,113000,99,619,N,1412,4572,194000,192890,0.308836,Active,non-default,GA,0,43217,12,0.582474227
29,174050,100,660,Y,958,2416,115000,115000,0.396523,Active,non-default,NV,1,46984,10.2,1.513478261
37,190250,77,711,N,1347,2727,140000,134400,0.493949,Active,non-default,GA,1,43217,12,1.358928571
55,98000,98,739,Y,1040,2959,125000,125000,0.35147,Active,non-default,RI,0,46199,11.3,0.784
37,148750,85,726,N,2145,4528,209000,208450,0.473719,Pay-off,non-default,IL,0,45787,12.5,0.711722488
40,199000,99,743,N,822,2879,154000,138926,0.285516,Pay-off,non-default,GA,1,43217,12,1.292207792
37,243000,90,660,Y,771,2601,99000,93000,0.296424,Active,non-default,IL,1,45787,12.5,2.454545455
32,236000,80,779,Y,1359,2450,128750,128750,0.554694,Active,non-default,CA,1,49894,13.2,1.833009709
57,135350,97,655,Y,888,3400,45000,43500,0.261176,Pay-off,non-default,IA,1,43042,9.7,3.007777778
25,151650,98,658,Y,2722,6244,216000,215000,0.435939,Pay-off,non-default,WA,0,48688,11.7,0.702083333
37,126000,100,710,N,2334,6149,205000,205000,0.379574,Pay-off,non-default,CT,0,55970,8.8,0.614634146
63,67200,70,743,N,1518,8441,145000,142500,0.179837,Active,non-default,LA,0,35523,17,0.463448276
37,320000,100,682,N,10589,5025,365000,365000,2.107396,Pay-off,non-default,FL,0,40171,12.3,0.876712329
79,100636,97,789,N,2428,7291,250000,248000,0.333013,Pay-off,non-default,CO,0,51022,9.8,0.402544
25,79800,95,718,N,915,4157,97000,92000,0.220111,Active,non-default,PA,0,44286,10.4,0.822680412
36,140830,100,632,N,988,5200,50000,48000,0.19,Active,non-default,WI,1,47220,10.2,2.8166
72,109800,90,726,N,2490,7210,252000,250000,0.345354,Active,non-default,NC,0,39000,14.8,0.435714286
36,186000,88,659,Y,1117,3081,123000,121981,0.362545,Active,non-default,AZ,1,42590,13.8,1.512195122
23,174600,97,677,N,1443,3583,135000,135000,0.402735,Pay-off,non-default,VA,1,53275,9.8,1.293333333
39,100700,95,718,Y,1302,3016,74000,87000,0.431698,Active,non-default,TX,1,41275,16.4,1.360810811
37,220160,95,783,N,3585,8796,295000,295000,0.407572,Pay-off,non-default,HI,0,53123,9.7,0.746305085
30,94400,100,734,N,4989,7890,286000,285628,0.632319,Active,non-default,FL,0,40171,12.3,0.33006993
37,188000,80,672,N,0,5025,225000,225000,0,Pay-off,non-default,NY,0,44228,14.4,0.835555556
24,57700,97,654,N,3403,7002,205000,200000,0.486004,Active,non-default,CO,0,51022,9.8,0.281463415
25,91818,90,604,N,1767,5981,187000,187000,0.295436,Pay-off,non-default,IL,0,45787,12.5,0.491005348
28,261000,90,649,Y,6664,16619,274000,273000,0.400987,Pay-off,non-default,GA,0,43217,12,0.952554745
34,255000,100,584,N,1919,3768,192000,191500,0.509289,Active,non-default,IL,1,45787,12.5,1.328125
37,284000,80,748,N,1434,2580,158000,155000,0.555814,Pay-off,non-default,AL,1,38111,15.5,1.797468354
37,157950,95,792,N,6299,9188,320000,320000,0.685568,Active,non-default,WA,0,48688,11.7,0.49359375
37,139050,100,684,Y,1197,3750,140000,140000,0.3192,Pay-off,non-default,NY,0,44228,14.4,0.993214286
26,180399,100,710,N,649,4897,110000,110000,0.13253,Active,non-default,CO,1,51022,9.8,1.639990909
30,315000,90,666,N,1408,3100,75000,72000,0.454194,Pay-off,non-default,KY,1,37396,15.4,4.2
23,160000,100,733,N,1308,6583,210000,210000,0.198694,Pay-off,non-default,CA,0,49894,13.2,0.761904762
39,183000,88,642,Y,1741,3075,120000,120000,0.566179,Active,non-default,GA,1,43217,12,1.525
37,250000,100,727,N,1661,2572,110000,110000,0.645801,Active,non-default,OK,1,38281,12.6,2.272727273
29,118000,100,734,N,1240,4691,104000,94900,0.264336,Active,non-default,FL,1,40171,12.3,1.134615385
37,133500,98,714,Y,1364,2654,135000,135000,0.513941,Active,non-default,FL,0,40171,12.3,0.988888889
21,67070,99,684,N,2240,7611,160000,146797,0.294311,Active,non-default,SC,0,39326,14,0.4191875
37,141950,100,681,N,3499,6520,335000,335000,0.536656,Pay-off,non-default,CA,0,49894,13.2,0.423731343
47,89250,98,716,N,0,6450,297000,295500,0,Pay-off,non-default,NY,0,44228,14.4,0.300505051
18,52380,97,643,N,2589,7497,241000,230000,0.345338,Active,non-default,VA,0,53275,9.8,0.217344398
48,80750,95,778,N,0,7296,85000,87000,0,Pay-off,non-default,AZ,0,42590,13.8,0.95
28,99510,95,747,N,2012,3824,252000,252000,0.526151,Pay-off,non-default,CO,0,51022,9.8,0.394880952
39,147250,95,728,N,696,2166,84500,80000,0.32133,Active,non-default,MI,1,44476,12.1,1.74260355
50,130800,87,556,N,896,1855,129000,128000,0.483019,Pay-off,non-default,FL,1,40171,12.3,1.013953488
28,180000,100,689,Y,2077,5025,161000,160000,0.413359,Pay-off,non-default,NV,1,46984,10.2,1.118012422
28,69863,100,798,N,2196,8168,215000,215000,0.268854,Pay-off,non-default,MI,0,44476,12.1,0.324944186
31,295000,100,624,Y,0,5025,150000,125000,0,Pay-off,non-default,FL,1,40171,12.3,1.966666667
48,297250,100,752,Y,811,3166,78000,78000,0.256159,Pay-off,non-default,CA,1,49894,13.2,3.810897436
37,86000,100,776,N,2793,6184,185000,180000,0.451649,Pay-off,non-default,NC,0,39000,14.8,0.464864865
36,125400,95,703,N,1794,4518,130000,130000,0.397078,Pay-off,non-default,FL,0,40171,12.3,0.964615385
25,136000,100,722,Y,675,3646,140000,140000,0.185134,Active,non-default,NJ,0,56772,8.2,0.971428571
35,152000,100,664,Y,984,3169,115000,113900,0.310508,Active,non-default,MI,1,44476,12.1,1.32173913
47,43400,100,649,N,0,4900,180000,179200,0,Pay-off,non-default,FL,0,40171,12.3,0.241111111
24,161000,100,778,N,1623,3673,165000,165000,0.441873,Active,non-default,NV,0,46984,10.2,0.975757576
44,105000,100,765,N,1250,5370,157000,156500,0.232775,Active,non-default,WI,0,47220,10.2,0.668789809
37,200000,58,796,Y,1333,3658,145000,145000,0.364407,Active,non-default,IL,1,45787,12.5,1.379310345
59,167200,95,713,N,1327,3032,108000,108000,0.437665,Active,non-default,WI,1,47220,10.2,1.548148148
37,163000,100,550,Y,1158,1733,105000,105000,0.668205,Active,non-default,FL,1,40171,12.3,1.552380952
39,278300,80,720,N,0,5025,203000,199000,0,Active,non-default,NH,1,57352,5.7,1.370935961
76,103500,90,762,N,2138,4517,140500,135501,0.473323,Active,non-default,MI,0,44476,12.1,0.736654804
35,132350,97,701,Y,1313,3560,145000,127000,0.36882,Active,non-default,FL,0,40171,12.3,0.912758621
37,143000,90,594,Y,1545,2438,152000,152000,0.633716,Active,non-default,FL,0,40171,12.3,0.940789474
35,146300,95,743,N,1068,2701,150000,134000,0.395409,Pay-off,non-default,OH,0,44160,10.8,0.975333333
44,140150,99,729,N,1423,2995,101700,99501,0.475125,Pay-off,non-default,TX,1,41275,16.4,1.378072763
20,80500,97,698,Y,1860,4597,118000,116789,0.404612,Pay-off,non-default,GA,0,43217,12,0.68220339
30,155000,76,695,N,1381,5025,225000,155000,0.274843,Pay-off,non-default,KY,0,37396,15.4,0.688888889
40,170000,92,725,N,3052,4167,81000,80000,0.732421,Active,non-default,TX,1,41275,16.4,2.098765432
37,57500,90,778,N,2094,5250,285000,265000,0.398857,Pay-off,non-default,SC,0,39326,14,0.201754386
37,174350,80,737,N,3046,9140,400000,400000,0.33326,Active,non-default,NJ,0,56772,8.2,0.435875
37,142000,100,657,N,2170,3397,270000,270000,0.638799,Active,non-default,MD,0,56763,8.6,0.525925926
33,283500,90,706,Y,1587,5025,185000,185000,0.315841,Pay-off,non-default,NV,1,46984,10.2,1.532432432
36,100096,95,680,N,3308,5282,240000,240000,0.626278,Pay-off,non-default,CA,0,49894,13.2,0.417066667
37,156550,95,788,N,2199,12482,267000,266330,0.176174,Active,non-default,TX,0,41275,16.4,0.586329588
41,130365,100,766,N,2553,6499,236000,235550,0.39283,Active,non-default,WA,0,48688,11.7,0.552394068
39,66990,102,755,N,2051,5167,270000,268990,0.396942,Pay-off,non-default,VA,0,53275,9.8,0.248111111
41,139000,100,562,N,1726,6370,175000,174000,0.270958,Active,non-default,NV,0,46984,10.2,0.794285714
47,105750,90,671,Y,1044,2413,96000,90000,0.432656,Pay-off,non-default,WA,1,48688,11.7,1.1015625
30,130450,98,798,N,2295,5048,147000,144500,0.454635,Active,non-default,MA,0,52354,9.8,0.887414966
30,148000,98,605,Y,1759,3445,150000,148070,0.510595,Active,non-default,GA,0,43217,12,0.986666667
37,116000,78,740,N,2822,8916,269925,269925,0.31651,Active,non-default,MI,0,44476,12.1,0.429749004
31,305210,102,755,N,642,2773,78500,77500,0.231518,Pay-off,non-default,MO,1,43988,10.9,3.888025478
29,111150,95,706,N,1268,3083,73000,72500,0.411288,Active,non-default,OH,1,44160,10.8,1.52260274
28,104000,80,676,N,2504,5158,177000,175969,0.485459,Pay-off,non-default,FL,0,40171,12.3,0.587570621
31,115591,98,559,Y,3192,6919,329500,329218,0.461338,Active,non-default,GA,0,43217,12,0.350807284
53,96000,80,615,Y,2495,8259,270000,269433,0.302095,Pay-off,non-default,FL,0,40171,12.3,0.355555556
57,144400,95,686,N,1528,4554,70000,69100,0.335529,Active,non-default,AL,1,38111,15.5,2.062857143
37,188100,95,622,N,442,5025,50000,50000,0.087966,Pay-off,non-default,KS,1,43725,10.7,3.762
37,275080,95,706,N,1065,2019,87700,90000,0.527489,Active,non-default,FL,1,40171,12.3,3.136602052
51,138250,76,718,Y,2555,10428,245000,244610,0.245013,Pay-off,non-default,OH,0,44160,10.8,0.564285714
37,180500,99,755,N,1874,4382,235000,235000,0.427659,Active,non-default,IN,0,43003,10.2,0.768085106
27,226000,100,651,N,3251,5833,250000,249770,0.557346,Active,non-default,FL,0,40171,12.3,0.904
39,140577,102,596,N,1018,4000,131500,128000,0.2545,Pay-off,non-default,IL,1,45787,12.5,1.069026616
38,65000,87,677,Y,1462,4539,157000,157000,0.322097,Pay-off,non-default,WA,0,48688,11.7,0.414012739
31,76550,99,758,N,1310,3730,90000,90000,0.351206,Active,non-default,OH,0,44160,10.8,0.850555556
